x_m,y_m,s_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
44.353,30.9901,39.27891800022719,0.8741867578749487,0.04976967682242205,8.701381939065469,0.3332049823611469
44.9281,31.6776,40.17524174754175,0.8285411871091447,0.008090017225364201,8.951459896647815,0.27900405219832364
45.562,32.3687,41.11303086029578,0.8361095225888935,0.00701868737285567,8.957887875762866,0.006854397249477063
46.1876,33.0612,42.046268027365336,0.8295269010607438,0.051927710645950705,8.688433736124296,-0.2887306133388143
46.824,33.7564,42.988768955746835,0.8772587704534145,0.10136169978458301,8.391829801292502,-0.3146988251153598
47.3966,34.4452,43.88449000607445,0.7857089636982405,0.06411774739837163,8.61529351560977,0.24947913665257057
48.0399,35.0889,44.79453647741534,0.7266958920284868,0.1278364580501505,8.232981251699098,-0.42010191341916947
48.7353,35.7071,45.72499464412677,0.6065927203103084,0.1576221267622715,8.054267239426371,-0.1920709803691294
49.5137,36.2472,46.67241987600525,0.4599206745108783,0.23871998537060787,7.567680087776353,-0.5135889728050101
50.3309,36.652,47.58438417355204,0.2460300419830227,0.17172349949289295,7.969659003042642,0.44078361000274313
51.1811,36.8655,48.460981167614875,0.11365092543269004,0.10645774434423377,8.361253533934597,0.4467212796121969
51.8408,36.9408,49.12496473668869,0.043651122312698805,0.6826362377870213,4.904182573277872,-5.206561007946282
52.491,36.9692,49.77578468106655,-0.3830254221021065,0.011573159734057425,8.930561041595656,6.186624277728217
53.038,36.7488,50.36551780714986,-0.3757623149186112,0.4698190320799537,6.181085807520278,-4.662236378573327
53.657,36.5046,51.03094597006453,-0.7283783106806865,0.23774652133090488,7.573520872014571,2.092540024749215
54.2746,35.9537,51.858545251117874,-0.92033743447099,0.31885989866091513,7.086840608034509,-0.5880626954637135
54.7498,35.3292,52.64328424594354,-1.1619305729901566,0.24326561594962137,7.540406304302271,0.5779828697929352
55.0388,34.6622,53.37020239814501,-1.3402030289402416,0.1485795574863508,8.108522655081895,0.7815410153936648
55.2072,33.9449,54.10700484792378,-1.4504306727868959,0.06714873774980715,8.597107573501157,0.663115219779687
55.2968,33.2041,54.85320374902187,-1.5008561923156587,0.007054099455985396,8.957675403264087,0.48320605837441766
55.3496,32.4504,55.60875092160608,-1.4955272165716704,0.0789468544684319,8.526318873189409,-0.5709193889235319
55.4064,31.6972,56.36408957413222,-1.4365619574602664,0.1639014425409401,8.01659134475436,-0.6748331052969743
55.5052,30.9656,57.102330727143894,-1.3135059925577761,0.11628876830321207,8.302267390180727,0.3869684645199544
55.6992,30.2283,57.86472648395265,-1.2253606862425914,0.46790495579098873,6.1925702652540675,-2.7671942112551196
55.9542,29.5197,58.617812773829186,-0.8669696574871809,0.2660045710731648,7.403972573561012,1.6085836704125207
56.4529,28.9322,59.388434561738144,-0.6514121493260862,0.39410948047326577,6.635343117160406,-0.9974146442008109
57.1264,28.4187,60.23536106386214,-0.350571569704614,0.3505937174513741,6.896437695291755,0.3082848127630357
57.7592,28.1873,60.90914277925668,-0.13452368199951933,0.6420599990363444,5.147640005781934,-2.5954959144087106
58.3104,28.1127,61.465368093315654,0.24957791780752017,0.22662298491908603,7.640262090485484,4.481317231885791
58.9236,28.269,62.0981744855084,0.4339154218641909,0.47021828455949805,6.178690292643012,-2.3096666150573406
59.8231,28.6858,63.08954852692768,0.881861824237388,0.11517043559033635,8.308977386457983,2.1488227498525134
60.3939,29.3789,63.9874350732129,0.980115158224756,0.12134701558771861,8.27191790647369,-0.041274123259355665
60.8437,30.0497,64.79508145622962,1.0746131739858935,0.16922304998428758,7.984661700094275,-0.3556707643590919
61.2004,30.7086,65.54433715357199,1.20007467086677,0.10759378669469953,8.354437279831803,0.4935238811651819
61.4658,31.3914,66.27690319155082,1.2783989109892926,0.06874804104984568,8.587511753700927,0.31816172438485335
61.6742,32.0837,66.99988994799936,1.3295579784178726,0.0758246988899716,8.54505180666017,-0.058728526715105485
61.857,32.8267,67.76504669011173,1.273743157283471,0.20880419065218866,7.747174856086868,-1.0427627525970748
62.0639,33.5026,68.47190482297857,1.4232319496345336,0.08977801917384585,8.461331884956925,1.0103258287113606
62.1703,34.2184,69.1955695243424,1.3566071135553979,0.08778994203928779,8.473260347764274,0.016483411150037403
62.3319,34.9613,69.95584248190436,1.2929750508185323,0.25241613733615115,7.485503175983093,-1.2992138704350702
62.5209,35.624,70.64496677403169,1.4698390874210003,0.040525255809417356,8.756848465143495,1.8448708073194608
62.5925,36.3308,71.35538411616236,1.4408956235784225,0.12112132014124204,8.273272079152548,-0.6806933858633225
62.6855,37.0427,72.07333300710098,1.5279614254312357,0.013628976085153647,8.918226143489077,0.8983286588733796
62.7163,37.7613,72.7925927654637,1.518365864715809,0.31367355051795176,7.117958696892289,-2.502944764621384
62.7524,38.4492,73.48143935215771,1.7388233236072144,0.017803426234053298,8.893179442595681,2.577091590484936
62.633,39.1531,74.19539423168442,1.7515276793841985,0.20143016849870543,7.791418989007767,-1.543179387356081
62.5048,39.8547,74.90861074859916,1.8943446320638053,0.08026038435430283,8.518437693874183,1.0193520307288744
62.2811,40.5218,75.61221866498441,1.8386239039816186,0.26252277653191786,7.424863340808493,-1.554238273332498
62.0999,41.1821,76.29692993990254,2.0189564328291247,0.09862833047527778,8.408230017148334,1.4361771338691949
61.8021,41.8015,76.98420077443576,1.9524836396720728,0.030097569275055573,8.819414584349667,0.5982860708480373
61.5561,42.4144,77.64462670518047,1.9776937780191117,0.15450079749119988,8.072995215052801,-1.130209058349951
61.1545,43.3463,78.65937798997886,2.1309518564289878,0.16168001521473485,8.029919908711591,-0.042449127176782224
60.6406,44.1657,79.62659542675304,2.285123343142598,0.12035881808290125,8.277847091502593,0.2563303486523969
60.0261,44.8744,80.56460712177608,2.39714136172805,0.07126736868705187,8.572395787877689,0.3140138848352648
59.3477,45.4994,81.48702327514721,2.4639302865339636,0.03932847672639022,8.764029139641659,0.20775151330948918
58.6064,46.096,82.43857844958535,2.427931811035344,0.07802411767640693,8.531855293941558,-0.24399409717591175
57.9419,46.6714,83.31758095811419,2.497762091700581,0.007517214792714851,8.95489671124371,0.4812744141199142
57.2136,47.218,84.22818100753216,2.4908370520705425,0.006201689878457858,8.962789860729252,0.00866807495847002
56.4722,47.7825,85.1600255278251,2.4850239983526827,0.07666946035031558,8.539983237898106,-0.4537308677827819
55.7254,48.358,86.10284602505668,2.415139090101537,0.06831411648774391,8.590115301073537,0.053172436664915945
55.0677,48.9424,86.98267137704421,2.4765118473747125,0.005680101589786003,8.965919390461284,0.42713487232301517
54.3464,49.5081,87.89934480853441,2.4712656193285274,0.004709994592634848,8.97174003244419,0.006349744394187928
53.6172,50.0862,88.82989961616263,2.4668683852582514,0.0755552699716225,8.546668380170265,-0.45679378451370967
52.8858,50.6713,89.76653613584357,2.3982081739287553,0.06913005335463016,8.58521967987222,0.04115929594020802
52.2376,51.2672,90.6470246650136,2.4604518802264663,0.0040121940498650845,8.97592683570081,0.44373906403627633
51.5229,51.8465,91.56701628454064,2.4567408664290507,0.0032225033157234867,8.98066498010566,0.005150203876081259
50.8027,52.4347,92.49689115784349,2.4537381477659195,0.07457666809249014,8.552539991445059,-0.4604113961483129
50.0813,53.0275,93.43060942370317,2.3860459507664764,0.06991614511251448,8.580503129324914,0.029948153423033818
49.4398,53.6318,94.31191569282872,2.449064579662999,0.0024779948626134996,8.98513203082432,0.4591240476490525
48.7309,54.2199,95.23300245312875,2.446771727073011,0.0020776941075336393,8.987533835354798,0.0026075768689761765
48.0169,54.815,96.1624861861763,2.444836950637178,0.0736279881010418,8.55823207139375,-0.46187119655496667
47.3014,55.4137,97.09542881034993,2.3779894036652114,0.070495581116516,8.577026513300904,0.020145335222304366
46.6639,56.024,97.97796625431478,2.4414717876978194,0.0026329391301904656,8.984202365218858,0.46136949168829916
45.9617,56.6156,98.8961576287025,2.4390288064671624,0.07368616222135103,8.557883026671893,-0.46430335814388257
45.2462,57.2214,99.83367236991994,2.3719974264624435,0.07189761152854536,8.568614330828728,0.011446544448889578
44.6131,57.8348,100.71519104243913,2.43672119018499,0.0008921732900120257,8.994646960259928,0.4832939366033955
43.9134,58.43,101.63380038813511,2.4358970069530708,0.0005473631221297209,8.996715821267221,0.0022521662957020643
43.2063,59.0325,102.5627765234583,2.435386394569581,0.07181160580779593,8.569130365153224,-0.4602760392388807
42.4936,59.6404,103.49951752288129,2.370059114278375,0.07226421576738697,8.566414705395678,-0.002899050814706932
41.8611,60.2556,104.38185945773422,2.4350614496529173,0.00015892380854883002,8.999046457148706,0.49032210151627836
41.1641,60.8505,105.29821910874468,2.435208085140912,0.00040789013989711207,8.997552659160617,-0.0016301437830033357
40.4574,61.4535,106.22721528204143,2.4355890156505837,0.07107236408546827,8.573565815487191,-0.4563924544154068
39.743,62.0626,107.16602845301848,2.370860425861342,0.07346692956660499,8.559198422600371,-0.015303782830259325
39.11,62.6773,108.04838047460625,2.436869414090854,0.0008313504235879475,8.995011897458472,0.4939224529387588
38.4135,63.2696,108.96267339265822,2.43763569907132,0.0013844340416726416,8.991693395749964,-0.0036295826457655575
37.7052,63.871,109.89185090530044,2.438929814587542,0.06991425746742856,8.580514455195429,-0.4425192548895195
36.9876,64.4787,110.83219608128637,2.3751658748818287,0.07356400556145498,8.55861596663127,-0.02328771298390325
36.3512,65.0914,111.7156021317524,2.4410566457998297,0.0008865767135937094,8.994680539718438,0.49361737205345574
35.6573,65.6765,112.62325802469863,2.440234194435611,0.07011284364554705,8.579322938126717,-0.45761571628591796
34.9333,66.288,113.57094375847328,2.3760732245391645,0.07462859755989008,8.552228414640659,-0.02859019875517179
34.2972,66.8993,114.45316306227478,2.4427805616100082,0.00037062464047260497,8.997776252157164,0.5050307056268529
33.6042,67.4816,115.35832729599151,2.442436659721792,0.06934493073204792,8.583930415607712,-0.45720524644477245
32.8766,68.0934,116.30895919110128,2.378886881073049,0.0760724929463202,8.54356504232208,-0.04246162315116961
32.239,68.7027,117.19087769640662,2.446783465465818,4.009858495579944e-06,8.999975940849026,0.5175204917249462
31.5455,69.2807,118.0936657390833,2.4467871857357073,0.06806216933420092,8.591626983994795,-0.45231985532674046
30.8136,69.8907,119.0464393795667,2.384345895921057,0.07689512662924965,8.538629240224502,-0.05562469564481642
30.1728,70.4964,119.92819735656494,2.452895097036737,5.75378863059181e-05,8.999654772682165,0.5228481561654059
29.4773,71.0689,120.82901726087434,2.4529485144567835,0.0674363825782268,8.59538170453064,-0.4487834540706054
28.7392,71.6764,121.78497116143649,2.39124937171934,0.08479337213285623,8.491239767202863,-0.10894033411709049
28.1002,72.2721,122.65857260946642,2.467675794597107,0.046915831999133566,8.718505008005199,0.260147509273072
27.3746,72.8516,123.58718211297153,2.425097635237093,0.1206544296025958,8.276073422384425,-0.4764452484610365
26.7062,73.4337,124.47352232417714,2.5333500231482464,0.06409243200247602,8.615445407985144,0.38289133372286344
25.9617,73.9521,125.38072616565931,2.5930878493097183,0.03129293348637606,8.812242399081743,0.21692698167489718
25.1454,74.4509,126.33735939213642,2.6220298727007183,0.12321014117262012,8.260739152964279,-0.5765043810452063
24.3702,74.8943,127.23040955870043,2.7330886882456205,0.11653956470648945,8.300762611761064,0.04481658510940602
23.5362,75.2553,128.13918730930837,2.831714572588638,0.18050943595990468,7.916943384240572,-0.42234663784817694
22.7904,75.4941,128.9222856939319,2.698219060685928,0.22102270989598433,7.673863740624094,-0.31040754059699976
22.1627,75.7922,129.61717482177895,2.8511939124550936,0.0685233885209555,8.588859668874267,1.3167509629702983
21.5035,75.9892,130.30518182755722,2.803817246308251,0.41081585521802844,6.535104868691829,-2.9850783246883186
20.8481,76.2194,130.9998336828056,3.093009006726831,0.005055161417522633,8.969669031494865,3.504725632572562
20.1406,76.2538,131.70816948593853,3.0896273911989574,0.22002597967680987,7.679844121939141,-1.8209229349284375
19.5119,76.2865,132.33771930922498,-3.0499796569894944,0.25294653396105377,7.482320796233678,-0.3137532859183845
18.8403,76.2248,133.0121475485507,-2.8773524179617977,0.38718163288359153,6.676910202698451,-1.1942124403634982
18.1754,76.0449,133.70095522853111,-2.6150838126777627,0.18163278797512208,7.910203272149268,1.7904752012722691
17.603,75.7122,134.36302097300066,-2.488154491000135,0.3526096826016996,6.884341904389802,-1.549485645993359
17.0197,75.2656,135.09765724354548,-2.2205114065509615,0.1938898654935314,7.836660807038811,1.296313483055695
16.5485,74.6454,135.8765522814036,-2.079879329197727,0.10726495180397362,8.356410289176159,0.6672907861457229
16.2217,74.0599,136.54708079683004,-2.007646910350195,0.1298300277674033,8.22101983339558,-0.2019160299163021
15.9357,73.4474,137.22306323003374,-1.9175039440703587,0.18584375415498183,7.8849374750701084,-0.497176171772199
15.6937,72.7776,137.93524020242194,-1.785945465048241,0.02310556854368054,8.861366588737917,1.3710484212842229
15.5437,72.0912,138.63783892146432,-1.8021882135137324,0.2322147486508262,7.606711508095042,-1.7857349389320294
15.3824,71.4066,139.3411843913438,-1.6394947281707306,0.13539216163388226,8.187647030196706,0.8259604234050278
15.3346,70.7119,140.03752692917988,-1.7346459421213067,0.106813991023677,8.359116053857939,0.2462423510619979
15.219,70.0127,140.74621868163646,-1.6620124957506264,0.03672044585099488,8.779677324894031,0.5934332798120926
15.1597,69.3644,141.39722511785655,-1.6367760498229131,0.30056135472970935,7.196631871621744,-2.4316894045838673
15.112,68.6425,142.1206993053712,-1.8522788959635421,0.08034895044341264,8.517906297339524,1.8262910391547558
14.9154,67.9626,142.8284531962118,-1.9080944795496584,0.18427261627553165,7.89436430234681,-0.8810152837904408
14.6899,67.3196,143.50984827250747,-2.0324332146449033,0.05719517868595786,8.656828927884252,1.1189758365770637
14.3927,66.7222,144.17709230582662,-2.072473716555884,0.3087392955692786,7.147564226584328,-2.261938100506064
14.0403,66.0797,144.90988969255775,-2.3269258452399586,0.30621355744735673,7.16271865531586,0.02068024396093012
13.4153,65.417,145.82082124322443,-2.5864748016323684,0.355193059648841,6.868841642106954,-0.3226115211333159
12.7529,65.0062,146.60026360799554,-2.8417900296944794,0.09092268673778023,8.454463879573318,2.034303380381418
12.1279,64.813,147.25444343036858,-2.8991679575345635,0.36343927588533387,6.819364344687997,-2.499464946738949
11.5379,64.6671,147.8622154353178,-3.13301425139001,0.35463300512634827,6.87220196924191,0.0869365882660684
10.8618,64.6613,148.53834031283674,2.9227799236804644,0.0399150466839843,8.760509719896094,2.7928387394698615
10.2727,64.7923,149.14183000620358,2.896965521365586,0.41127860471741895,6.5323283716954865,-3.6921613951179406
9.6033,64.9594,149.83177114137382,2.6013579791187893,0.1935539609430833,7.8386762343415,1.8934193021027375
8.9667,65.3412,150.5740856299836,2.440247891963476,0.45686072017208823,6.25883567896747,-2.1282631278459303
8.2634,65.9352,151.49466527890053,2.0458102798887396,0.04374638668584457,8.737521679884933,2.6925274785660362
7.8999,66.642,152.2894599001707,2.013678557912518,0.4304920668797537,6.417047598721478,-2.919589563219587
7.611,67.2511,152.9636008498244,1.7132263356921764,0.0994019724068413,8.403588165558952,2.9467733236765556
7.5093,67.9603,153.68005568440924,1.6489657016827801,0.002740055297624881,8.983559668214252,0.8095018341126312
7.4643,68.5348,154.25631539148583,1.6472942095653558,0.1214021099101857,8.271587340538886,-1.2355060035123029
7.4151,69.1767,154.90009815764222,1.5655317197704757,0.0885496784441379,8.468701929335172,0.3061818351757513
7.4188,69.8795,155.60290789718772,1.5014818264966039,0.07398944976324778,8.556063301420513,0.12430301854074663
7.4703,70.6213,156.34649346052257,1.4445535706326704,0.150177761342657,8.098933431944058,-0.6147643149852327
7.5704,71.41,157.1415203154149,1.327144593256989,0.13268858085326418,8.203868514880416,0.13198935644830173
7.7556,72.155,157.90919475161817,1.2254326744001578,0.10197596940652852,8.38814418356083,0.24004403428072615
8.0145,72.8746,158.67395181762018,1.1481001418074253,0.06535481640142125,8.607871101591472,0.2873159697357632
8.3228,73.56,159.42549825663775,1.097826568561241,0.07424577332367922,8.554525360057925,-0.07098129771366031
8.6812,74.2604,160.21227059982223,1.1565565486808493,0.13361576913193793,8.198305385208373,-0.4527611804549996
9.0012,74.9882,161.00731326534404,1.0543894221461618,0.003943482624349138,8.976339104253904,0.9786062469174399
9.3634,75.6261,161.74086984121257,1.0514247079857353,0.016168561217944966,8.902988632692331,-0.09999293029951531
9.7456,76.2946,162.51091470354203,1.0390323805025123,0.019126389994653915,8.885241660032076,-0.02304667367894521
10.1324,76.9521,163.27375183556956,1.0244046784117342,0.02437473741782979,8.853751575493021,-0.04128021987518865
10.5308,77.6072,164.0404842334764,1.005705927853804,0.031474926481349294,8.811150441111904,-0.05556193333869379
10.9418,78.2554,164.80800246778747,0.981629494711278,0.07877761677286632,8.527334299362803,-0.3697842332095953
11.3654,78.8892,165.5703274640981,1.0430381939143796,0.1482938711160533,8.11023677330368,-0.5471387243993254
11.7665,79.5773,166.36679643398958,0.9260647964339345,0.04944415352412167,8.70333507885527,0.7446596515020705
12.2354,80.2009,167.147017024592,0.9640112393998185,0.045952870459159065,8.724282777245046,0.026848430613195758
12.6657,80.8208,167.90162559862227,0.9999198031898153,0.020637662540343393,8.87617402475794,0.20128481538668738
13.1024,81.5008,168.7097758878631,1.0170897039165352,0.01061552408005072,8.936306855519696,0.07440798025110551
13.5524,82.2287,169.56554361920146,1.0075896381589116,0.08903351916053272,8.465798885036804,-0.5498080299744915
14.0511,83.0185,170.49961306522783,0.9246056064129533,0.0414740952673473,8.751155428395917,0.30549820955288626
14.6108,83.7606,171.42911642724434,0.8849167011591967,0.11607823586231196,8.303530584826127,-0.4815742060348151
15.2342,84.5223,172.41340015158403,0.7707706847189516,0.12716938712310388,8.236983677261376,-0.06760947673842146
15.9382,85.206,173.39475721708058,0.6454854742281904,0.0740682741493397,8.555590355103963,0.32465927952673973
16.7272,85.8002,174.38247916175933,0.5744375441752485,0.08068924583157347,8.51586452501056,-0.04021964917092443
17.5082,86.3057,175.31279698379652,0.5029839671527924,0.048789270951418794,8.707264374291487,0.20573598048654532
18.2445,86.7108,176.15318005121281,0.5421664972390466,0.13752429607831448,8.174854223530113,-0.6335326964621427
18.9004,87.1059,176.91888810262668,0.4354956686517409,0.01388990656679728,8.916660560599217,0.9687848204016802
19.612,87.437,177.70374590503422,0.425068296857395,0.007635823769031738,8.954185057385809,0.047810567304657894
20.2648,87.7325,178.420312782583,0.4304201119122366,0.016291557625142655,8.902250654249144,-0.07247670072934512
20.8875,88.0184,179.10550917778662,0.44194387990248923,0.2250904881187804,7.649457071287317,-1.828371532208021
21.5469,88.3304,179.8349969158604,0.2764418574380173,0.0608065909667768,8.635160454199339,1.351226801309632
22.2582,88.5322,180.5743688993707,0.3196128125094869,0.06219601269472258,8.626823923831665,-0.01127515047039489
22.9042,88.746,181.25482936111703,0.36307922977302276,0.20380878132081612,7.777147312075103,-1.2486788866115277
23.5746,89.0007,181.97198223882165,0.217462986881112,0.09980014178540379,8.401199149287578,0.8701796459492257
24.2684,89.154,182.68251677703918,0.288689791781516,0.02892302140609764,8.826461871563414,0.5985109792729617
24.9553,89.358,183.39906936408357,0.2684473648441504,0.1950047353087668,7.8299715881474,-1.3906729267788993
25.614,89.5392,184.0822378132965,0.132356497332171,0.11862490851383461,8.288250548916992,0.6708140009942943
26.3193,89.6331,184.7937610384972,0.21765320219076897,0.008574161936936435,8.948555028378381,0.9280153564560639
27.0283,89.7899,185.51989273454137,0.2116794628158692,0.17994083906715203,7.920354965597088,-1.4159966689000418
27.6807,89.9301,186.18718712234934,0.08720459839127534,0.1290816014083274,8.225510391550035,0.4573025512103696
28.3933,89.9924,186.90250526835152,0.18001450844839956,0.01221592026834788,8.926704478389913,0.9802548568895747
29.1038,90.1217,187.62467473599744,0.17138461314722106,0.01661309575137512,8.900321425491748,-0.03653304948513884
29.7844,90.2395,188.3153940711836,0.1597515882187144,0.005006514369791606,8.96996091378125,0.10082168652587994
30.4851,90.3524,189.02513127607003,0.15631227374654522,0.1620123146166934,8.02792611229984,-1.3273008586778856
31.1412,90.4558,189.6893291155727,0.04435949045315588,0.14278743510087913,8.143275389394725,0.17366704652525963
31.8576,90.4876,190.4064345471516,0.14723539533604554,0.003875508156786696,8.97674695105928,1.1622719965032557
32.573,90.5937,191.12965952597906,0.14449360169144088,0.007818726844267123,8.953087638934397,-0.03271362690381731
33.2575,90.6933,191.82136785323846,0.13905070502266276,0.006613064509775445,8.960321612941348,0.010458127684558246
33.9513,90.7904,192.5219296635022,0.1344249866321213,0.005475389254387422,8.967147664473675,0.00974368204535345
34.6434,90.884,193.22033024339885,0.13060636020615463,0.004309634854173609,8.974142190874959,0.01001506385106246
35.3339,90.9747,193.91676167577393,0.12758146858603295,0.0015877561630488297,8.990473463021708,0.023449935467520975
36.0355,91.0647,194.62411064198508,0.1286701437326456,0.15140128546530546,8.091592287208167,-1.2707747077490008
36.694,91.1499,195.28809956508547,0.023920878026599535,0.14952273575490743,8.102863585470555,0.01697512996114212
37.4129,91.1671,196.0072052944466,0.13166292050588943,0.0009196224794143174,8.994482265123514,1.2398992849703627
38.128,91.2618,196.72854855531483,0.13231281412234747,0.0018660062131557417,8.988803962721066,-0.007871845084700832
38.814,91.3531,197.4205974625461,0.1310136525769061,0.001822200154038223,8.98906679907577,0.0003797944797795654
39.5084,91.4446,198.12099992542014,0.12973959890076156,0.0020414148079262945,8.987751511152442,-0.0018779030529542445
40.2005,91.5349,198.8189658988028,0.12831406912828447,0.0011674002341734624,8.992995598594959,0.00751338552666318
40.8934,91.6243,199.51760942020695,0.1274986329549326,0.0014496420349940542,8.991302147790035,-0.0024239125577518914
41.5861,91.7131,200.21597804063603,0.1264862407648827,0.0008650220545259577,8.994809867672844,0.005022734098008659
42.2789,91.8012,200.91435719983252,0.12588206333863736,0.0009912211711942643,8.994052672972835,-0.0010842172049926296
42.9719,91.8889,201.61288442907988,0.1251897485443972,0.0006358176411995158,8.996185094152803,0.0030527388062829165
43.6648,91.9761,202.31124984202643,0.12474569583573131,0.00020341422755952736,8.998779514634643,0.003714989937564916
44.3578,92.063,203.0096770823314,0.12460362706276625,0.00040686101865124895,8.997558833888093,-0.0017477564964643677
45.0508,92.1498,203.70809188744366,0.12431947435355291,0.0012711544494637453,8.992373073303218,-0.007425043894996784
45.7438,92.2364,204.40648186446222,0.12343163377501316,0.005950779556827005,8.964295322659037,-0.04020354181491183
