s_m,x_m,y_m,psi_rad,kappa_radpm,v_mps,a_mps2
60.54911649238282,57.4673,28.3849,-0.3469346054855507,0.25347858193585376,6.371341915958946,2.7513435973958167e-08
61.24231783398567,58.1192,28.1492,0.03918414625477911,0.24764903532528013,6.371341943472382,0.18683362277950177
62.09747425242618,58.9737,28.1827,0.5518348491336426,0.23924177459798449,6.558175566251884,5.196447450117603e-08
63.44511218970755,60.1213,28.8892,0.8926415546993555,0.22323168771019664,6.558175618216358,0.6361490173687763
64.54305136835089,60.8101,29.7442,1.1514963892703283,0.19880304445656047,7.194324635585135,0.0
65.5719834603764,61.229,30.684,1.248147645875559,0.1823644843037245,7.194324635585135,0.6273978029334399
66.55785554132808,61.5416,31.619,1.2830644958038986,0.14942593561774456,7.821722438518575,0.6745925588900326
67.55714392813141,61.7928,32.5862,1.316691703430481,0.12147247839675566,8.496314997408607,0.5036850025913928
68.50083924442794,62.0606,33.4911,1.3177223995206346,0.1046004015259418,9.0,0.0
69.494780580725,62.2223,34.4718,1.4008303791188688,0.09357708814370412,9.0,0.0
70.46250517997832,62.4646,35.4087,1.4008303791188688,0.09478877453855583,9.0,0.0
71.40782676547185,62.6245,36.3404,1.4243410937847905,0.09363957693620267,9.0,0.0
72.36032363685779,62.7635,37.2827,1.5491692645172601,0.1016401233059784,9.0,0.0
73.28053883451538,62.7834,38.2027,1.6921078806315073,0.10011295058928858,9.0,0.0
74.23827747318461,62.6675,39.1534,1.7796789965996411,0.10518757575456582,9.0,0.0
75.18924851901093,62.4703,40.0837,1.8945338788796453,0.09818947650945921,9.0,0.0
76.12822547825967,62.1716,40.9739,1.939666747729399,0.09726543260310452,9.0,0.0
76.99646600369026,61.8156,41.7658,1.9932773929514132,0.08872495353237544,9.0,0.0
78.02902055430732,61.4433,42.7289,2.0861032486374205,0.07859033142199456,9.0,0.0
79.38270841345359,60.7762,43.9068,2.2300532729096814,0.07049444312485742,9.0,0.0
80.61024077555244,60.0243,44.8771,2.4126718677903907,0.05968600824685025,9.0,0.0
81.86041897884988,59.0918,45.7098,2.4249041098035864,0.053029590984799875,9.0,0.0
83.08603997246902,58.1677,46.5149,2.4425058732433214,0.051580916132342086,9.0,0.0
84.26968810008128,57.2617,47.2766,2.4425058732433214,0.04069462940088591,9.0,0.0
85.52964436916366,56.2595,48.0402,2.4402196132913456,0.03389130672814036,9.0,0.0
86.74541971436524,55.3307,48.8247,2.4369815925607794,0.024124666013412586,9.0,0.0
87.95022864942507,54.4128,49.6051,2.4369815925607794,0.02343586522055582,9.0,0.0
89.14282603748191,53.5066,50.3804,2.4338849638580053,0.025501628124390975,9.0,0.0
90.39939995492568,52.5167,51.1544,2.4279240180965322,0.02550370119352814,9.0,0.0
91.61691593428694,51.5963,51.9514,2.4279240180965322,0.021962343214607414,9.0,0.0
92.80784206549743,50.6987,52.7341,2.4244688538812738,0.02516044530483873,9.0,0.0
94.06490398123587,49.7152,53.517,2.420093394007705,0.028444961928872737,9.0,0.0
95.2807806279398,48.8023,54.3201,2.420093394007705,0.025288386927747434,9.0,0.0
96.47306792553213,47.9093,55.1101,2.417318491248915,0.025095810822930106,9.0,0.0
97.72961992604783,46.9311,55.8988,2.4144448588279075,0.028294078227223483,9.0,0.0
98.94543082006055,46.0228,56.707,2.4144448588279075,0.02505292745598354,9.0,0.0
100.13780156777285,45.1336,57.5014,2.412443005165982,0.024966311601026626,9.0,0.0
101.39429147222891,44.1588,58.2942,2.4109287038144633,0.028154801654708326,9.0,0.0
102.61056879669073,43.253,59.1059,2.4109287038144633,0.024815717047531008,9.0,0.0
103.80245603967977,42.3666,59.9027,2.409376234629383,0.02130345002764366,9.0,0.0
105.05877180412755,41.3939,60.6978,2.4092599886215935,0.024767009391107028,9.0,0.0
106.27593097613423,40.4888,61.5116,2.4092599886215935,0.024664549823588608,9.0,0.0
107.46674792260417,39.6042,62.3088,2.409438579237579,0.02126469881948018,9.0,0.0
108.72390086874876,38.6314,63.1051,2.41017066914449,0.021270541865867507,9.0,0.0
109.93830997609274,37.7282,63.9169,2.41017066914449,0.021470784179241593,9.0,0.0
111.1441275078943,36.8308,64.7223,2.410972404085516,0.02129658271400625,9.0,0.0
112.33618836624004,35.943,65.5178,2.4142403087946613,0.021380420253202366,9.0,0.0
113.59257635169676,34.9676,66.3097,2.4158321954992683,0.01808585488357828,9.0,0.0
114.80901023810407,34.059,67.1185,2.4158321954992683,0.015015615015210813,9.0,0.0
116.01436601960593,33.1574,67.9185,2.4174539340997234,0.016092711043314913,9.0,0.0
117.20517549639054,32.2654,68.7074,2.422368746425522,0.023300813215935114,9.0,0.0
118.46149973797787,31.2842,69.492,2.4246339180597154,0.023739498927542388,9.0,0.0
119.67946995518352,30.3679,70.2944,2.4246339180597154,0.027990744096708122,9.0,0.0
120.88097015909528,29.4622,71.0839,2.427736105883618,0.03408257917800921,9.0,0.0
122.0858509415796,28.5515,71.8728,2.4320869373540845,0.03408313431360994,9.0,0.0
123.29452284081445,27.6345,72.6602,2.4470159108829646,0.03734318864393548,9.0,0.0
124.48347332338301,26.721,73.4212,2.5451199535097113,0.05891743674571062,9.0,0.0
125.74743079497769,25.6753,74.1312,2.600712805998728,0.06330683052763368,9.0,0.0
126.97681853283747,24.6214,74.7642,2.7011524450495057,0.09120631186307597,9.0,-0.8152386183192988
128.15241242530203,23.558,75.2654,2.775520673452853,0.11636745288977601,8.184761381680701,-1.9555024216592978
129.19189684076963,22.5869,75.6362,2.776843132794208,0.1381961993389136,7.044497578340702,-2.233051752226233
130.09760878725152,21.7412,75.9604,2.845876121211917,0.15591859489637913,6.395809717637004,-1.7278662129037468
131.03301126747058,20.8464,76.233,2.845876121211917,0.15868909823731528,6.395809717637004,-1.6566396044454308
131.94144880522427,19.9388,76.272,-2.8610683375906136,0.1655627011637934,6.395809717637004,-1.4877124787437683
132.82225044577677,19.058,76.2703,-2.8610683375906136,0.1725348374739567,6.395809717637004,-1.3267832790900442
133.73607133085218,18.1799,76.0173,-2.6087638051474515,0.1791102306622705,6.395809717637004,-1.183704113629065
134.61722214654722,17.4209,75.5697,-2.3668374997016386,0.17254282108301464,6.395809717637004,-1.1837041430275699
135.64704007705726,16.685,74.8493,-2.0996235663498433,0.1482166816882977,6.395809717637004,-1.6092158647421986
136.55542621741827,16.2267,74.065,-2.030860068923438,0.1659880388456238,6.395809717637004,-1.4776053953676014
137.47883877960268,15.8167,73.2376,-1.881491187691036,0.13944007525425653,6.395809717637004,-1.4776053953676014
138.43134339901405,15.5255,72.3307,-1.7448090184139675,0.13166554186877255,6.395809717637004,-2.2292753391438875
139.36240432075869,15.3643,71.4137,-1.6799512835855797,0.12731657811994232,6.395809717637004,-2.5941773625866613
140.2956744960027,15.2662,70.4856,-1.6761051194979815,0.13712186033413032,6.395809717637004,-2.2667890248479186
141.20719942709346,15.1669,69.5795,-1.6799512835855797,0.1455984977324354,6.395809717637004,-2.0108428547178736
142.15187556207306,15.0691,68.6399,-1.9049887140158945,0.1654282635970343,6.395809717637004,-1.4909151548834387
143.07960151837696,14.7648,67.7635,-1.9206416767330585,0.176359835840472,6.395809717637004,-1.242578078315522
143.94640766740912,14.4677,66.9492,-2.0993630296322916,0.19194224888196307,6.395809717637004,-0.925963228611792
144.9115151484702,13.981,66.1158,-2.3169976904840603,0.214592943820103,6.395809717637004,-0.5287765098973649
146.06816960421745,13.1958,65.2665,-2.723432314454583,0.24085596349728855,6.395809717637004,-0.14035283616443195
147.0201987844425,12.3258,64.8799,-2.723432314454583,0.24251427215567858,6.395809717637004,-0.11796741598688243
147.8525805358042,11.5231,64.6596,2.863031154509493,0.2455680782854226,6.395809717637004,-0.07733908539859424
148.71247458741755,10.6644,64.7049,2.863031154509493,0.2515428769533096,6.395809717637004,0.0
149.55183007825562,9.8574,64.9357,2.643584901028964,0.23450474630389548,6.395809717637004,0.5650675235348173
150.49954314137125,9.0248,65.3884,2.376464880590786,0.21236118650642616,6.960877241171821,0.0
151.65427360775723,8.1919,66.1882,2.055591486990845,0.20409829367491447,6.960877241171821,0.46676181445481646
152.667304752392,7.7198,67.0845,1.8090198766195125,0.18459207283001525,7.427639055626638,0.19409693155752716
153.51823615385746,7.519,67.9114,1.7652026297302692,0.16214094454034148,7.621735987184165,0.5304931134088822
154.3842496525975,7.3517,68.7611,1.5354287049335156,0.14761034343645613,8.152229100593047,0.3877437106745205
155.27790851927986,7.3833,69.6542,1.519186568547357,0.12960599222178854,8.539972811267567,0.46002718873243253
156.26071711712584,7.434,70.6357,1.3786087572808958,0.11050782013011035,9.0,0.0
157.2962831893781,7.6318,71.6522,1.2981795485568635,0.09039313636083489,9.0,0.0
158.33805626447653,7.9123,72.6555,1.1502538213360374,0.09458714623825046,9.0,0.0
159.34203798741774,8.3392,73.5642,1.1316058106202052,0.07335678934568281,9.0,0.0
160.37570377479778,8.7612,74.5078,1.1196886009999598,0.07609336663460871,9.0,0.0
161.38088758883382,9.2497,75.3863,1.06331131164782,0.06855097673835157,9.0,0.0
162.41515034558375,9.7006,76.3171,1.0767765654429606,0.06291898255017572,9.0,0.0
163.42301725147956,10.2167,77.1828,1.0332014854970855,0.05595134215003017,9.0,0.0
164.4597787476782,10.7083,78.0956,1.004783764363659,0.05720529147657731,9.0,0.0
165.4756737028778,11.2767,78.9376,0.9770058660694448,0.06046343345674259,9.0,0.0
166.51376875151254,11.8334,79.8138,1.004783764363659,0.06450823536031082,9.0,0.0
167.5474446630051,12.4299,80.658,1.0147568598093235,0.06641330093067738,9.0,0.0
168.61578822665868,12.9938,81.5654,1.0147568598093235,0.06315702135237972,9.0,0.0
169.82624480580557,13.6145,82.6046,0.928423398828335,0.05457603689377102,9.0,0.0
171.0317255729686,14.3367,83.5698,0.8879599333013032,0.062030578020928255,9.0,0.0
172.34742330801265,15.1669,84.5905,0.7287713856662481,0.06348134758661425,9.0,0.0
173.6580251277886,16.1446,85.4633,0.6000570659083949,0.06614527245661707,9.0,0.0
174.92580133043634,17.1909,86.1792,0.46956778409209504,0.06591139696907161,9.0,0.0
176.12690393221524,18.262,86.7227,0.4648670655120901,0.06370560834394258,9.0,0.0
177.11784098369733,19.149,87.1645,0.46211317568932414,0.06556308756599194,9.0,0.0
178.10801734172654,20.0341,87.6084,0.41835486510046477,0.05870085436229011,9.0,0.0
179.0739112903565,20.9387,87.947,0.3581648006793873,0.0541936551764906,9.0,0.0
180.0073088744545,21.7916,88.3262,0.34987305095939747,0.05502877324756579,9.0,0.0
180.96126695005321,22.6917,88.6422,0.3376296029097971,0.05596401137155394,9.0,0.0
181.90706708221646,23.5802,88.9664,0.29145679447788075,0.06237025787095943,9.0,0.0
182.85295885192374,24.4862,89.2382,0.2419554946413524,0.061296967839376375,9.0,0.0
183.79160026375257,25.3975,89.4631,0.2419554946413524,0.055608753515036684,9.0,0.0
184.743352857655,26.3305,89.6511,0.19883796560826345,0.055360554603834385,9.0,0.0
185.68145718554183,27.2403,89.8798,0.14018552679038426,0.06280101518776486,9.0,0.0
186.59037357333557,28.1403,90.0068,0.14018552679038426,0.06458085393453185,9.0,0.0
187.55520257891118,29.0977,90.1263,0.12417501588903378,0.06830354194126399,9.0,0.0
188.48691765338407,30.012,90.3056,0.1049364728486203,0.07164074870837947,9.0,0.0
189.3946396372536,30.9148,90.4,0.1049364728486203,0.0755179452979015,9.0,0.0
190.36175955225897,31.8766,90.5013,0.1049364728486203,0.0726431265675957,9.0,0.0
191.2840889999077,32.7835,90.6693,0.17092189678392145,0.07944781546690884,9.0,0.0
192.2241211536131,33.7193,90.7584,0.0949264920210139,0.0806253976268292,9.0,0.0
193.15244838578934,34.6341,90.9163,0.16050990048941305,0.07240306934852134,9.0,0.0
194.09082920933594,35.5692,90.9947,0.0836456744807781,0.08040815867137878,9.0,0.0
195.0193646798485,36.4858,91.1431,0.15157892744442017,0.0805172221197522,9.0,0.0
195.9575203172563,37.4214,91.2123,0.0738287997018783,0.08023440707582791,9.0,0.0
196.88798917218912,38.3412,91.3528,0.14739215410301434,0.08065246396433681,9.0,0.0
197.8197144804211,39.2709,91.4142,0.14739215410301434,0.07261886855927005,9.0,0.0
198.77709494815585,40.2179,91.5548,0.14739215410301434,0.07362653368000557,9.0,0.0
199.6739667227145,41.1042,91.6921,0.15051989460427412,0.07208823648089781,9.0,0.0
200.62140295275853,42.0492,91.76,0.07172858388447778,0.0658864779038796,9.0,0.0
201.5496989615833,42.967,91.8992,0.14646215356650766,0.0597689293459621,9.0,0.0
202.48218321882305,43.8975,91.96,0.14646215356650766,0.054745353223087594,9.0,0.0
203.43943192736228,44.8445,92.0997,0.14646215356650766,0.06541415205062152,9.0,0.0
204.33768027275457,45.7325,92.235,0.13710927187586208,0.060647541370321224,9.0,0.0
205.2795836489031,46.6724,92.2964,0.12308929174735399,0.058768986941499006,9.0,0.0
206.23070973938744,47.6146,92.4264,0.12308929174735399,0.05721441082824527,9.0,0.0
207.15187924061942,48.5288,92.5395,0.1001778930421061,0.04978506049924853,9.0,0.0
208.08978151697875,49.462,92.6333,0.07171842150105472,0.051395104774161184,9.0,0.0
208.99129901542233,50.3612,92.6979,-0.008884894185600003,0.047842630068144494,9.0,0.0
209.944198779301,51.3132,92.6565,-0.04346001224221604,0.053902355372272524,9.0,0.0
210.88963609610207,52.2586,92.6481,-0.06851897248387748,0.05989397010153535,9.0,0.0
211.82733641603375,53.1941,92.5839,-0.13861287103966927,0.06186935069259518,9.0,0.0
212.77038153160353,54.1281,92.4536,-0.14251653725683955,0.07345973785803167,9.0,0.0
213.68353940404398,55.032,92.3239,-0.14251653725683955,0.08119083615786175,9.0,0.0
214.55781540737473,55.8947,92.1821,-0.16291099780986407,0.08039707744511565,9.0,0.0
215.48452876651012,56.8154,92.0767,-0.24808361090109152,0.08482621712054914,9.0,0.0
216.4375043380753,57.7392,91.8427,-0.32442461633010994,0.08339007342566762,9.0,0.0
217.37173936739075,58.6247,91.5449,-0.3694412096118394,0.08906995052664551,9.0,0.0
218.37867827318394,59.5637,91.1813,-0.5339611362389883,0.09619833827671,9.0,0.0
219.44617632938824,60.4826,90.638,-0.7572525196632205,0.09826367072399567,9.0,0.0
220.5090252226934,61.255,89.9079,-0.7873692932919804,0.09027264326423762,9.0,0.0
221.6210942178551,62.0398,89.12,-0.9086266094159026,0.08703008192352671,9.0,0.0
222.67211736222444,62.686,88.2911,-0.9693400292623232,0.08639981034642104,9.0,0.0
223.68847557171557,63.2611,87.4531,-1.0365992122332108,0.07572743742065831,9.0,0.0
224.6889662363397,63.7705,86.592,-1.1368700631812951,0.05976489656372309,9.0,0.0
225.66866252601318,64.1824,85.7031,-1.2122533623244975,0.06713885653117801,9.0,0.0
226.6452655876508,64.5251,84.7886,-1.2656574765305646,0.06120563694566996,9.0,0.0
227.62188005098832,64.8185,83.8571,-1.3097438811376578,0.05853918493610332,9.0,0.0
228.5951557210839,65.0697,82.9168,-1.3097438811376578,0.057733681064475476,9.0,0.0
229.5866537644506,65.2883,81.9497,-1.340274487751533,0.05831428680857767,9.0,0.0
230.55607266255402,65.5399,81.0135,-1.340274487751533,0.05661757630376367,9.0,0.0
231.49223673471232,65.7538,80.1021,-1.3995398073447152,0.05366077499767672,9.0,0.0
232.4822456488136,65.8779,79.1199,-1.427622323309465,0.05174072821846669,9.0,0.0
233.44046301976866,66.0412,78.1757,-1.3995398073447152,0.054404386560607226,9.0,0.0
234.39290834628352,66.1771,77.233,-1.427622323309465,0.060143738146698135,9.0,0.0
235.33152026821932,66.3616,76.3127,-1.4203109787341037,0.06368973952005408,9.0,0.0
236.29420720071607,66.4534,75.3544,-1.4410165488614468,0.06302104614052341,9.0,0.0
237.21471032944513,66.5914,74.4443,-1.4410165488614468,0.06536548845606947,9.0,0.0
238.16359001096433,66.7142,73.5034,-1.4410165488614468,0.06406868969582102,9.0,0.0
239.0784540227169,66.8122,72.5938,-1.463470656232635,0.05981850457541567,9.0,0.0
240.0137848198149,66.9713,71.6721,-1.429753685946393,0.050958899958567144,9.0,0.0
240.95140505210514,67.04,70.737,-1.4974600048303026,0.04645451563057579,9.0,0.0
241.8783092434863,67.1703,69.8193,-1.4577857073378075,0.04516670101220437,9.0,0.0
242.82570842545766,67.2138,68.8729,-1.4716805951584273,0.04381466720869582,9.0,0.0
243.72665548272573,67.3154,67.9777,-1.4716805951584273,0.04532107870351523,9.0,0.0
244.6624483016766,67.408,67.0465,-1.4819923774479802,0.04353493579318734,9.0,0.0
245.58930054448555,67.4902,66.1233,-1.4914253242524984,0.03814711650760479,9.0,0.0
246.51882690236897,67.5639,65.1967,-1.499627243711588,0.03125629935773911,9.0,0.0
247.44557291396006,67.6298,64.2723,-1.5070643593081645,0.02797817442037995,9.0,0.0
248.38137276969846,67.6894,63.3384,-1.5070643593081645,0.030765164624695997,9.0,0.0
249.28304905861816,67.7392,62.4381,-1.515537744769155,0.03507734309429466,9.0,0.0
250.21301281059993,67.8629,61.5164,-1.504321868193499,0.04764734523684985,9.0,0.0
251.1618951478789,67.9141,60.5689,-1.504321868193499,0.06216905825428105,9.0,0.0
252.08473334062995,67.9754,59.6481,-1.4805449204117362,0.07823957784781915,9.0,0.0
253.01562195910157,68.0593,58.721,-1.4466286683268696,0.080966972108149,9.0,0.0
253.94255835389896,68.1741,57.8012,-1.403930100506596,0.0778683828924071,9.0,0.0
254.88058747924637,68.3299,56.8762,-1.3493765977386187,0.07300466428043142,9.0,0.0
255.8072094356018,68.5334,55.9722,-1.3493765977386187,0.07829017043458836,9.0,0.0
256.7617880284898,68.8707,55.0792,-1.2096470148769294,0.0851938073502294,9.0,0.0
257.6909185898212,69.0573,54.169,-1.231155729131352,0.08868065017811694,9.0,0.0
258.6418921646381,69.4066,53.2845,-1.1946835087273853,0.09501473966958435,9.0,0.0
259.5504966880695,69.7093,52.4278,-1.1828566265171812,0.09237058164010813,9.0,0.0
260.52728115252415,70.0788,51.5236,-1.1517806077006114,0.0971811592427476,9.0,0.0
261.5536746053482,70.4964,50.586,-1.1517806077006114,0.08541115799171943,9.0,0.0
262.56357046631604,70.9733,49.6958,-1.1863497137889347,0.07477177822316892,9.0,0.0
263.6663679318554,71.3869,48.6735,-1.2710936070234358,0.08342743840317413,9.0,0.0
264.8267947714278,71.7295,47.5648,-1.3680148226154858,0.08759941523997629,9.0,0.0
265.81569162145814,71.9022,46.5911,-1.395257160632313,0.09731846277008742,9.0,0.0
266.6786739677434,72.076,45.7458,-1.5086144019698011,0.09673691496964741,9.0,0.0
267.547619426331,72.1005,44.8772,-1.5425974944974563,0.09017897329992598,9.0,0.0
268.41659887948276,72.1545,44.0099,-1.572469059663583,0.09055499474314806,9.0,0.0
269.432900301306,72.1528,42.9936,-1.7077147596605602,0.0849606081497598,9.0,0.0
270.42710475713994,72.0171,42.0087,-1.8026680249122427,0.09603026204145432,9.0,0.0
271.3875070582617,71.7964,41.074,-1.8717132285218456,0.08719237925289226,9.0,0.0
272.3452457752404,71.4552,40.1791,-1.8717132285218456,0.08717432294744351,9.0,0.0
273.33345063760447,71.1623,39.2353,-1.8427205765021013,0.09703057076726741,9.0,0.0
274.3137716972579,70.899,38.291,-1.816525901602118,0.09504479502638907,9.0,0.0
275.258130807978,70.7152,37.3647,-1.7666758867262782,0.10322239221251248,9.0,0.0
276.1624979015854,70.4952,36.4875,-1.6770668374650524,0.09217164793302518,9.0,0.0
277.1014951593024,70.3956,35.5538,-1.5831899931262,0.08687480787541908,9.0,0.0
277.964861466266,70.3849,34.6905,-1.5492930418094286,0.08632752275716414,9.0,0.0
278.8438646801395,70.4038,33.8117,-1.393407362803267,0.08318368033024645,9.0,0.0
279.73301745104,70.5607,32.9365,-1.2909459608760512,0.08225443131041191,9.0,0.0
280.6631006838746,70.8176,32.0426,-1.1141546750953524,0.08235019068527903,9.0,0.0
281.62060849063124,71.2398,31.1832,-1.1057603118830297,0.09002070352553514,9.0,0.0
282.65698157499804,71.7119,30.2606,-1.0978277949687179,0.10614016435803962,9.0,0.0
283.9454051854616,72.2897,29.109,-1.1057603118830297,0.10928844530980565,9.0,0.0
285.16083469802084,72.8664,28.0391,-1.1270401046890486,0.10965378220833157,9.0,0.0
286.22434013289177,73.323,27.0786,-1.1705135870492795,0.10987449330362747,9.0,0.0
287.15023101739166,73.6838,26.2259,-1.3090170912664258,0.1167293257883366,9.0,0.0
288.04242721218293,73.9147,25.3641,-1.4743001349462626,0.12400544686476761,9.0,-0.218645907519031
288.9018252573285,73.9975,24.5087,-1.6611636697044165,0.13343818110654823,8.781354092480969,0.0
289.7683610269306,73.9193,23.6457,-1.8443721090967415,0.13216280041989364,8.781354092480969,0.11217294821931034
290.6377944171337,73.6844,22.8086,-1.9515521091664505,0.1300933307721342,8.89352704070028,0.0
291.6057128279515,73.3247,21.91,-2.144414433122021,0.11911582073276555,8.89352704070028,0.10647295929972067
292.6700707376792,72.7471,21.016,-2.250946251221035,0.10856927330764976,9.0,0.0
293.9260541213273,71.9572,20.0395,-2.3559507957899517,0.09229356549878993,9.0,0.0
295.0866992264305,71.1367,19.2186,-2.4693041718984983,0.07846841377009885,9.0,0.0
296.24071482424534,70.2099,18.531,-2.4918176314232214,0.06979651869503983,9.0,0.0
297.32328336249134,69.3629,17.8568,-2.4918176314232214,0.053331096360401405,9.0,0.0
298.39120438017005,68.5126,17.2107,-2.4918176314232214,0.05220695440196928,9.0,0.0
299.49913815526673,67.608,16.571,-2.4458914001176875,0.049777916554214346,9.0,0.0
300.6027013387773,66.7609,15.8637,-2.4039822933764046,0.04167983534399582,9.0,0.0
301.7528507595049,65.9097,15.0902,-2.335168029564081,0.04683123032357597,9.0,0.0
302.9467816327132,65.0834,14.2284,-2.3111122748775976,0.048886834391070194,9.0,0.0
304.0199873445877,64.3595,13.4361,-2.3021624382894355,0.047154634756648627,9.0,0.0
305.0818436107556,63.6503,12.6458,-2.218256981627486,0.04158041815235026,9.0,0.0
306.1324718466221,63.0166,11.8078,-2.1551459302059595,0.03894565737972871,9.0,0.0
307.1802243030735,62.4386,10.9339,-2.115805582558483,0.03416758229066972,9.0,0.0
308.19656992342124,61.9117,10.0648,-2.0711577922067597,0.03269408088875781,9.0,0.0
309.2690374520672,61.4413,9.101,-2.058205538516207,0.03233823631202666,9.0,0.0
